case_id,concept:name,time:timestamp,lifecycle:transition,robot_id,org:resource,execution_id,state,battery,x,y,z,msg_id,msg_payload,msg_role,msg_sender,msg_receiver
warehouse_multi_robot_pick_pack_handover_001,receive_order,2026-01-15T07:00:00.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_1,inprogress,97.3,0.0,0.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,receive_order,2026-01-15T07:00:17.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_1,done,97.0,0.0,0.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,send_task_assignment,2026-01-15T07:00:18.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_2,inprogress,97.0,0.0,0.0,0.0,msg_f716ec2019,order_id assigned for picking,send,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,send_task_assignment,2026-01-15T07:00:24.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_2,done,96.8,0.0,0.0,0.0,msg_f716ec2019,order_id assigned for picking,send,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,receive_task_assignment,2026-01-15T07:00:28.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_3,inprogress,96.3,12.0,5.0,0.0,msg_f716ec2019,order_id assigned for picking,receive,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,receive_task_assignment,2026-01-15T07:00:32.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_3,done,96.2,12.0,5.0,0.0,msg_f716ec2019,order_id assigned for picking,receive,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,navigate_to_shelf,2026-01-15T07:00:33.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_4,inprogress,96.8,0.0,0.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_shelf,2026-01-15T07:01:18.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_4,inprogress,96.0,7.27,3.63,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_shelf,2026-01-15T07:02:03.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_4,inprogress,95.2,14.55,7.27,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_shelf,2026-01-15T07:02:48.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_4,inprogress,94.4,21.82,10.9,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_shelf,2026-01-15T07:03:36.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_4,done,93.6,29.09,14.54,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,scan_bin,2026-01-15T07:03:37.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_5,inprogress,93.6,29.09,14.54,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,scan_bin,2026-01-15T07:03:52.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_5,inprogress,93.4,29.09,14.54,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,scan_bin,2026-01-15T07:04:07.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_5,done,93.2,29.09,14.54,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,send_shelf_confirmation,2026-01-15T07:04:08.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_6,inprogress,93.2,29.09,14.54,0.0,msg_d6ff1a48fb,bin verified for pick,send,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,send_shelf_confirmation,2026-01-15T07:04:13.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_6,done,93.0,29.09,14.54,0.0,msg_d6ff1a48fb,bin verified for pick,send,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,receive_shelf_confirmation,2026-01-15T07:04:18.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_7,inprogress,96.2,12.0,5.0,0.0,msg_d6ff1a48fb,bin verified for pick,receive,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,receive_shelf_confirmation,2026-01-15T07:04:22.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_7,done,96.1,12.0,5.0,0.0,msg_d6ff1a48fb,bin verified for pick,receive,amr_1,arm_1
warehouse_multi_robot_pick_pack_handover_001,pick_item,2026-01-15T07:04:23.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_8,inprogress,96.1,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pick_item,2026-01-15T07:04:37.000Z,null,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_8,inprogress,95.8,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pick_item,2026-01-15T07:04:51.000Z,null,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_8,inprogress,95.6,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pick_item,2026-01-15T07:05:06.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_8,done,95.3,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,send_handover_coordination,2026-01-15T07:05:07.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_9,inprogress,95.3,12.0,5.0,0.0,msg_17d4684508,ready for handover at station,send,arm_1,amr_1
warehouse_multi_robot_pick_pack_handover_001,send_handover_coordination,2026-01-15T07:05:15.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_9,done,95.1,12.0,5.0,0.0,msg_17d4684508,ready for handover at station,send,arm_1,amr_1
warehouse_multi_robot_pick_pack_handover_001,receive_handover_coordination,2026-01-15T07:05:19.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_10,inprogress,93.0,29.09,14.54,0.0,msg_17d4684508,ready for handover at station,receive,arm_1,amr_1
warehouse_multi_robot_pick_pack_handover_001,receive_handover_coordination,2026-01-15T07:05:23.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_10,done,92.9,29.09,14.54,0.0,msg_17d4684508,ready for handover at station,receive,arm_1,amr_1
warehouse_multi_robot_pick_pack_handover_001,navigate_to_handover,2026-01-15T07:05:24.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_11,inprogress,92.9,29.09,14.54,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_handover,2026-01-15T07:05:53.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_11,inprogress,92.2,24.82,12.15,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_handover,2026-01-15T07:06:22.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_11,inprogress,91.6,20.55,9.77,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_handover,2026-01-15T07:06:51.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_11,inprogress,91.0,16.27,7.38,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,navigate_to_handover,2026-01-15T07:07:22.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_11,done,90.3,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,handover_item,2026-01-15T07:07:23.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_12,inprogress,95.1,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,handover_item,2026-01-15T07:08:03.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_12,done,94.9,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,handover_item,2026-01-15T07:08:04.000Z,start,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_13,inprogress,90.3,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,handover_item,2026-01-15T07:08:22.000Z,null,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_13,inprogress,90.1,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,handover_item,2026-01-15T07:08:40.000Z,complete,amr_1,amr,warehouse_multi_robot_pick_pack_handover_001_exec_13,done,89.8,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pack_order,2026-01-15T07:08:41.000Z,start,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_14,inprogress,94.9,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pack_order,2026-01-15T07:08:58.000Z,null,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_14,inprogress,94.5,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pack_order,2026-01-15T07:09:15.000Z,null,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_14,inprogress,94.2,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pack_order,2026-01-15T07:09:32.000Z,null,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_14,inprogress,93.9,12.0,5.0,0.0,null,null,null,null,null
warehouse_multi_robot_pick_pack_handover_001,pack_order,2026-01-15T07:09:52.000Z,complete,arm_1,robotic_arm,warehouse_multi_robot_pick_pack_handover_001_exec_14,done,93.6,12.0,5.0,0.0,null,null,null,null,null
